"No.","Time","Source","Destination","Protocol","Length","Info"
"2370","31.858621","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (11615) "
"2371","31.859345","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11620,2118) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11621,2118) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2372","31.859347","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11622,2118) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2373","31.859360","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=7974 Ack=327840 Win=65088 Len=0"
"2374","31.859677","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11623,2118) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11624,2118) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2375","31.859944","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (11623) "
"2376","31.860275","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","342","-> I (11625,2118) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11626,2118) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2377","31.860852","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11627,2118) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11628,2118) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2378","31.860874","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=7980 Ack=329200 Win=65088 Len=0"
"2379","31.861229","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","421","-> I (11629,2118) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11630,2118) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11631,2118) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11632,2118) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"2380","31.862101","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (11631) "
"2381","31.862265","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2118,11633) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"2382","31.862782","192.168.11.248","192.168.11.111","TCP","60","2404  >  49784 [ACK] Seq=329567 Ack=8005 Win=4439 Len=0"
"2383","31.862782","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","74","-> I (11633,2119) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"2384","31.862928","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2119,11634) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"2385","31.863352","192.168.11.248","192.168.11.111","IEC 60870-5-104","60","-> S (2120) "
"2386","32.058613","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8024 Ack=329593 Win=64695 Len=0"
"2387","32.214730","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2120,11634) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"2388","32.215416","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","75","-> I (11634,2121) ASDU=65535 F_FR_NA_1 File    IOA=65537"
"2389","32.215633","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2121,11635) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"2390","32.215951","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","76","-> I (11635,2122) ASDU=65535 F_SR_NA_1 File    IOA=65537"
"2391","32.278216","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2122,11636) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"2392","32.344053","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11636,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11637,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2393","32.348224","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11638,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2394","32.348225","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11639,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11640,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2395","32.348271","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8081 Ack=330741 Win=65088 Len=0"
"2396","32.348617","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11641,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2397","32.351039","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11642,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11643,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2398","32.351064","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8081 Ack=331310 Win=64519 Len=0"
"2399","32.351400","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11644,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2400","32.351907","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (11643) "
"2401","32.353514","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11645,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11646,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2402","32.355578","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11647,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2403","32.355603","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8087 Ack=331912 Win=64519 Len=0"
"2404","32.355931","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11648,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11649,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2405","32.358114","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11650,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2406","32.358115","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11651,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11652,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2407","32.358148","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8087 Ack=333017 Win=65088 Len=0"
"2408","32.358323","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (11651) "
"2409","32.358449","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11653,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2410","32.360950","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11654,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11655,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2411","32.360976","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8093 Ack=333586 Win=64519 Len=0"
"2412","32.361378","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11656,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2413","32.363233","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11657,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11658,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2414","32.363255","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8093 Ack=334155 Win=65088 Len=0"
"2415","32.363577","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","107","-> I (11659,2123) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11660,2123) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"2416","32.364221","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (11659) "
"2417","32.364293","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2123,11661) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"2418","32.364917","192.168.11.248","192.168.11.111","TCP","60","2404  >  49784 [ACK] Seq=334208 Ack=8118 Win=4326 Len=0"
"2419","32.366971","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","74","-> I (11661,2124) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"2420","32.367166","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2124,11662) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"2421","32.367504","192.168.11.248","192.168.11.111","IEC 60870-5-104","60","-> S (2125) "
"2422","32.573388","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8137 Ack=334234 Win=65009 Len=0"
"2423","32.682707","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2125,11662) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"2424","32.683016","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","75","-> I (11662,2126) ASDU=65535 F_FR_NA_1 File    IOA=65537"
"2425","32.683253","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2126,11663) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"2426","32.683584","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","76","-> I (11663,2127) ASDU=65535 F_SR_NA_1 File    IOA=65537"
"2427","32.745591","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2127,11664) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"2428","32.747188","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11664,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11665,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2429","32.747190","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11666,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2430","32.747190","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11667,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11668,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2431","32.747239","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8194 Ack=335382 Win=65088 Len=0"
"2432","32.747515","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11669,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2433","32.747516","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11670,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11671,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2434","32.747527","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8194 Ack=335951 Win=64519 Len=0"
"2435","32.747861","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11672,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2436","32.748331","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11673,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11674,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2437","32.748340","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8194 Ack=336520 Win=65088 Len=0"
"2438","32.748673","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11675,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2439","32.748711","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (11671) "
"2440","32.749438","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11676,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11677,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2441","32.749439","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11678,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2442","32.749456","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8200 Ack=337122 Win=65088 Len=0"
"2443","32.749787","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11679,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11680,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2444","32.750079","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (11679) "
"2445","32.750405","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","342","-> I (11681,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11682,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2446","32.750749","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11683,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11684,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2447","32.750758","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8206 Ack=338482 Win=65088 Len=0"
"2448","32.751125","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","421","-> I (11685,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11686,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11687,2128) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11688,2128) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"2449","32.751898","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (11687) "
"2450","32.751969","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2128,11689) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"2451","32.752302","192.168.11.248","192.168.11.111","TCP","60","2404  >  49784 [ACK] Seq=338849 Ack=8231 Win=4213 Len=0"
"2452","32.752302","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","74","-> I (11689,2129) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"2453","32.752518","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2129,11690) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"2454","32.752929","192.168.11.248","192.168.11.111","IEC 60870-5-104","60","-> S (2130) "
"2455","32.963322","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8250 Ack=338875 Win=64695 Len=0"
"2456","33.103906","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2130,11690) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"2457","33.104216","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","75","-> I (11690,2131) ASDU=65535 F_FR_NA_1 File    IOA=65537"
"2458","33.104435","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2131,11691) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"2459","33.108967","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","76","-> I (11691,2132) ASDU=65535 F_SR_NA_1 File    IOA=65537"
"2461","33.167734","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2132,11692) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"2462","33.168562","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11692,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11693,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2463","33.168563","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11694,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2464","33.168600","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8307 Ack=339487 Win=65088 Len=0"
"2465","33.168896","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11695,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11696,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2466","33.168897","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11697,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2467","33.168910","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8307 Ack=340056 Win=64519 Len=0"
"2468","33.169234","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11698,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11699,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2469","33.169568","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11700,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2470","33.169569","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11701,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11702,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2471","33.169581","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8307 Ack=341161 Win=65088 Len=0"
"2472","33.169916","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11703,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2473","33.170233","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (11699) "
"2474","33.170948","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11704,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11705,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2475","33.170949","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11706,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2476","33.170963","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8313 Ack=341763 Win=65088 Len=0"
"2477","33.171280","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11707,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11708,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2478","33.171654","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (11707) "
"2479","33.171985","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","342","-> I (11709,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11710,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2480","33.172519","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11711,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11712,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2481","33.172530","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8319 Ack=343123 Win=65088 Len=0"
"2482","33.172865","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","421","-> I (11713,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11714,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11715,2133) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11716,2133) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"2483","33.173501","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (11715) "
"2484","33.173579","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2133,11717) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"2485","33.173871","192.168.11.248","192.168.11.111","TCP","60","2404  >  49784 [ACK] Seq=343490 Ack=8344 Win=4100 Len=0"
"2486","33.174211","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","74","-> I (11717,2134) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"2487","33.174469","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2134,11718) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"2488","33.174774","192.168.11.248","192.168.11.111","IEC 60870-5-104","60","-> S (2135) "
"2489","33.384530","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8363 Ack=343516 Win=64695 Len=0"
"2490","33.525074","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2135,11718) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"2491","33.527175","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","75","-> I (11718,2136) ASDU=65535 F_FR_NA_1 File    IOA=65537"
"2492","33.527403","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2136,11719) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"2493","33.527763","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","76","-> I (11719,2137) ASDU=65535 F_SR_NA_1 File    IOA=65537"
"2494","33.588169","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2137,11720) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"2495","33.589012","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11720,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11721,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2496","33.589013","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11722,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2497","33.589014","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11723,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11724,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2498","33.589054","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8420 Ack=344664 Win=65088 Len=0"
"2499","33.589361","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11725,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2500","33.589361","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11726,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11727,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2501","33.589374","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8420 Ack=345233 Win=64519 Len=0"
"2502","33.589711","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11728,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2503","33.590146","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11729,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11730,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2504","33.590157","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8420 Ack=345802 Win=65088 Len=0"
"2505","33.590493","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11731,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2506","33.590502","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (11727) "
"2507","33.591195","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11732,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11733,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2508","33.591196","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11734,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2509","33.591209","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8426 Ack=346404 Win=65088 Len=0"
"2510","33.591526","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11735,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11736,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2511","33.591801","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (11735) "
"2512","33.592133","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","342","-> I (11737,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11738,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2513","33.592667","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11739,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11740,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2514","33.592678","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8432 Ack=347764 Win=65088 Len=0"
"2515","33.593422","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","421","-> I (11741,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11742,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11743,2138) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11744,2138) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"2516","33.593981","192.168.11.111","192.168.11.248","IEC 60870-5-104","60","<- S (11743) "
"2517","33.594053","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2138,11745) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"2518","33.594626","192.168.11.248","192.168.11.111","TCP","60","2404  >  49784 [ACK] Seq=348131 Ack=8457 Win=4533 Len=0"
"2519","33.594627","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","74","-> I (11745,2139) ASDU=65535 F_LS_NA_1 File    IOA=65537"
"2520","33.594822","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2139,11746) ASDU=65535 F_AF_NA_1 File    IOA=65537"
"2521","33.595142","192.168.11.248","192.168.11.111","IEC 60870-5-104","60","-> S (2140) "
"2522","33.745328","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2140,11746) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"2523","33.747106","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","81","-> I (11746,2140) ASDU=65535 M_ME_TF_1 Spont   IOA=31"
"2524","33.961676","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8495 Ack=348184 Win=64668 Len=0"
"2525","33.962037","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","75","-> I (11747,2141) ASDU=65535 F_FR_NA_1 File    IOA=65537"
"2526","33.962302","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2141,11748) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"2527","33.962674","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","76","-> I (11748,2142) ASDU=65535 F_SR_NA_1 File    IOA=65537"
"2528","34.024792","192.168.11.111","192.168.11.248","IEC 60870-5 ASDU","73","<- I (2142,11749) ASDU=65535 F_SC_NA_1 File    IOA=65537"
"2529","34.027501","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11749,2143) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11750,2143) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2530","34.027502","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11751,2143) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2531","34.027502","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","590","-> I (11752,2143) ASDU=65535 F_SG_NA_1 File    IOA=65537 | -> I (11753,2143) ASDU=65535 F_SG_NA_1 File    IOA=65537"
"2532","34.027538","192.168.11.111","192.168.11.248","TCP","54","49784  >  2404 [ACK] Seq=8533 Ack=349332 Win=65088 Len=0"
"2533","34.027791","192.168.11.248","192.168.11.111","IEC 60870-5 ASDU","87","-> I (11754,2143) ASDU=65535 F_SG_NA_1 File    IOA=65537"
