"No.","Time","Source","Destination","Protocol","Length","Info"
"103270","17649.06455577523","192.168.11.248","192.168.11.111","IEC 60870-5-104","285","-> S (15250)"
"103271","17649.389278822247","192.168.11.111","192.168.11.248","TCP","464","-> S (15250)"
"103272","17649.50238013509","192.168.11.248","192.168.11.111","IEC 60870-5-104","862","-> S (15250)"
"103273","17649.628900942607","192.168.11.111","192.168.11.248","TCP","638","-> S (15250)"
"103274","17649.636238290772","192.168.11.248","192.168.11.111","IEC 60870-5-104","246","-> S (15250)"
"103275","17649.821599512106","192.168.11.111","192.168.11.248","TCP","570","-> S (15250)"
"103276","17649.902403314947","192.168.11.248","192.168.11.111","IEC 60870-5-104","75","-> S (15250)"
"103277","17650.376299159827","192.168.11.111","192.168.11.248","TCP","612","-> S (15250)"
"103278","17650.49192689013","192.168.11.248","192.168.11.111","IEC 60870-5-104","622","-> S (15250)"
"103279","17650.748695640443","192.168.11.111","192.168.11.248","TCP","815","-> S (15250)"
"103280","17650.75474829007","192.168.11.248","192.168.11.111","IEC 60870-5-104","247","-> S (15250)"
"103281","17651.138836134327","192.168.11.111","192.168.11.248","TCP","275","-> S (15250)"
"103282","17651.28509720058","192.168.11.248","192.168.11.111","IEC 60870-5-104","174","-> S (15250)"
"103283","17651.66479292017","192.168.11.111","192.168.11.248","TCP","436","-> S (15250)"
"103284","17651.909836503313","192.168.11.248","192.168.11.111","IEC 60870-5-104","210","-> S (15250)"
"103285","17652.106938193905","192.168.11.111","192.168.11.248","TCP","432","-> S (15250)"
"103286","17652.197342772517","192.168.11.248","192.168.11.111","IEC 60870-5-104","155","-> S (15250)"
"103287","17652.591248612112","192.168.11.111","192.168.11.248","TCP","449","-> S (15250)"
"103288","17652.61799638764","192.168.11.248","192.168.11.111","IEC 60870-5-104","402","-> S (15250)"
"103289","17652.894040431624","192.168.11.111","192.168.11.248","TCP","600","-> S (15250)"
"103290","17653.230544867027","192.168.11.248","192.168.11.111","IEC 60870-5-104","378","-> S (15250)"
"103291","17653.66232078368","192.168.11.111","192.168.11.248","TCP","679","-> S (15250)"
"103292","17653.78354457821","192.168.11.248","192.168.11.111","IEC 60870-5-104","313","-> S (15250)"
"103293","17653.97997037582","192.168.11.111","192.168.11.248","TCP","324","-> S (15250)"
"103294","17654.289331408847","192.168.11.248","192.168.11.111","IEC 60870-5-104","123","-> S (15250)"
"103295","17654.365382574535","192.168.11.111","192.168.11.248","TCP","301","-> S (15250)"
"103296","17654.5255793627","192.168.11.248","192.168.11.111","IEC 60870-5-104","657","-> S (15250)"
"103297","17654.75585760378","192.168.11.111","192.168.11.248","TCP","529","-> S (15250)"
"103298","17654.79783547286","192.168.11.248","192.168.11.111","IEC 60870-5-104","684","-> S (15250)"
"103299","17654.896660882296","192.168.11.111","192.168.11.248","TCP","440","-> S (15250)"
"103300","17655.083374439324","192.168.11.248","192.168.11.111","IEC 60870-5-104","350","-> S (15250)"
"103301","17655.12208901292","192.168.11.111","192.168.11.248","TCP","417","-> S (15250)"
"103302","17655.255064543577","192.168.11.248","192.168.11.111","IEC 60870-5-104","408","-> S (15250)"
"103303","17655.39988209319","192.168.11.111","192.168.11.248","TCP","399","-> S (15250)"
"103304","17655.821043173346","192.168.11.248","192.168.11.111","IEC 60870-5-104","540","-> S (15250)"
"103305","17655.8514732021","192.168.11.111","192.168.11.248","TCP","411","-> S (15250)"
"103306","17656.10348737027","192.168.11.248","192.168.11.111","IEC 60870-5-104","254","-> S (15250)"
"103307","17656.254963765718","192.168.11.111","192.168.11.248","TCP","271","-> S (15250)"
"103308","17656.522151832403","192.168.11.248","192.168.11.111","IEC 60870-5-104","226","-> S (15250)"
"103309","17656.53990023091","192.168.11.111","192.168.11.248","TCP","552","-> S (15250)"
"103310","17656.698384810807","192.168.11.248","192.168.11.111","IEC 60870-5-104","157","-> S (15250)"
"103311","17656.755124700598","192.168.11.111","192.168.11.248","TCP","226","-> S (15250)"
"103312","17657.196140132968","192.168.11.248","192.168.11.111","IEC 60870-5-104","779","-> S (15250)"
"103313","17657.57102566729","192.168.11.111","192.168.11.248","TCP","273","-> S (15250)"
"103314","17657.934962218973","192.168.11.248","192.168.11.111","IEC 60870-5-104","221","-> S (15250)"
"103315","17657.984364042106","192.168.11.111","192.168.11.248","TCP","340","-> S (15250)"
"103316","17658.03277880253","192.168.11.248","192.168.11.111","IEC 60870-5-104","618","-> S (15250)"
"103317","17658.290456462157","192.168.11.111","192.168.11.248","TCP","768","-> S (15250)"
"103318","17658.312085641788","192.168.11.248","192.168.11.111","IEC 60870-5-104","246","-> S (15250)"
"103319","17658.741224458507","192.168.11.111","192.168.11.248","TCP","255","-> S (15250)"
"103320","17658.78891890027","192.168.11.248","192.168.11.111","IEC 60870-5-104","393","-> S (15250)"
"103321","17658.897849900317","192.168.11.111","192.168.11.248","TCP","346","-> S (15250)"
"103322","17659.11314398839","192.168.11.248","192.168.11.111","IEC 60870-5-104","92","-> S (15250)"
"103323","17659.30507654204","192.168.11.111","192.168.11.248","TCP","247","-> S (15250)"
"103324","17659.361696222615","192.168.11.248","192.168.11.111","IEC 60870-5-104","65","-> S (15250)"
"103325","17659.396962237573","192.168.11.111","192.168.11.248","TCP","689","-> S (15250)"
"103326","17659.720688996917","192.168.11.248","192.168.11.111","IEC 60870-5-104","774","-> S (15250)"
"103327","17660.084239123258","192.168.11.111","192.168.11.248","TCP","383","-> S (15250)"
"103328","17660.163401657483","192.168.11.248","192.168.11.111","IEC 60870-5-104","627","-> S (15250)"
"103329","17660.19433484672","192.168.11.111","192.168.11.248","TCP","378","-> S (15250)"
"103330","17660.311470871427","192.168.11.248","192.168.11.111","IEC 60870-5-104","597","-> S (15250)"
"103331","17660.603069146047","192.168.11.111","192.168.11.248","TCP","457","-> S (15250)"
"103332","17660.779566858502","192.168.11.248","192.168.11.111","IEC 60870-5-104","133","-> S (15250)"
"103333","17660.934749184038","192.168.11.111","192.168.11.248","TCP","720","-> S (15250)"
"103334","17661.055537714652","192.168.11.248","192.168.11.111","IEC 60870-5-104","724","-> S (15250)"
"103335","17661.13597094914","192.168.11.111","192.168.11.248","TCP","901","-> S (15250)"
"103336","17661.19231714371","192.168.11.248","192.168.11.111","IEC 60870-5-104","542","-> S (15250)"
"103337","17661.292155517436","192.168.11.111","192.168.11.248","TCP","281","-> S (15250)"
"103338","17661.306520098617","192.168.11.248","192.168.11.111","IEC 60870-5-104","640","-> S (15250)"
"103339","17661.518725003632","192.168.11.111","192.168.11.248","TCP","692","-> S (15250)"
"103340","17661.692024158783","192.168.11.248","192.168.11.111","IEC 60870-5-104","341","-> S (15250)"
"103341","17661.728655014762","192.168.11.111","192.168.11.248","TCP","319","-> S (15250)"
"103342","17661.92919991883","192.168.11.248","192.168.11.111","IEC 60870-5-104","115","-> S (15250)"
"103343","17662.03269173554","192.168.11.111","192.168.11.248","TCP","661","-> S (15250)"
"103344","17662.10788587218","192.168.11.248","192.168.11.111","IEC 60870-5-104","202","-> S (15250)"
"103345","17662.17851155381","192.168.11.111","192.168.11.248","TCP","817","-> S (15250)"
"103346","17662.366249049788","192.168.11.248","192.168.11.111","IEC 60870-5-104","766","-> S (15250)"
"103347","17662.49121878591","192.168.11.111","192.168.11.248","TCP","300","-> S (15250)"
"103348","17662.508116026875","192.168.11.248","192.168.11.111","IEC 60870-5-104","252","-> S (15250)"
"103349","17662.5902663385","192.168.11.111","192.168.11.248","TCP","456","-> S (15250)"
"103350","17662.63084191118","192.168.11.248","192.168.11.111","IEC 60870-5-104","810","-> S (15250)"
"103351","17662.76083537001","192.168.11.111","192.168.11.248","TCP","521","-> S (15250)"
"103352","17663.17542641189","192.168.11.248","192.168.11.111","IEC 60870-5-104","244","-> S (15250)"
"103353","17663.32002059193","192.168.11.111","192.168.11.248","TCP","342","-> S (15250)"
"103354","17663.44067699989","192.168.11.248","192.168.11.111","IEC 60870-5-104","443","-> S (15250)"
"103355","17663.72841298424","192.168.11.111","192.168.11.248","TCP","596","-> S (15250)"
"103356","17663.853603215124","192.168.11.248","192.168.11.111","IEC 60870-5-104","194","-> S (15250)"
"103357","17663.85946348106","192.168.11.111","192.168.11.248","TCP","286","-> S (15250)"
"103358","17663.921079452502","192.168.11.248","192.168.11.111","IEC 60870-5-104","125","-> S (15250)"
"103359","17664.076557219443","192.168.11.111","192.168.11.248","TCP","450","-> S (15250)"
"103360","17664.162568962493","192.168.11.248","192.168.11.111","IEC 60870-5-104","671","-> S (15250)"
"103361","17664.530918725402","192.168.11.111","192.168.11.248","TCP","547","-> S (15250)"
"103362","17664.705210945627","192.168.11.248","192.168.11.111","IEC 60870-5-104","460","-> S (15250)"
"103363","17664.814909129942","192.168.11.111","192.168.11.248","TCP","697","-> S (15250)"
"103364","17665.14324943197","192.168.11.248","192.168.11.111","IEC 60870-5-104","514","-> S (15250)"
"103365","17665.166924219047","192.168.11.111","192.168.11.248","TCP","259","-> S (15250)"
"103366","17665.587657015094","192.168.11.248","192.168.11.111","IEC 60870-5-104","188","-> S (15250)"
"103367","17665.94654385658","192.168.11.111","192.168.11.248","TCP","297","-> S (15250)"
"103368","17665.95564427864","192.168.11.248","192.168.11.111","IEC 60870-5-104","429","-> S (15250)"
"103369","17666.30197395736","192.168.11.111","192.168.11.248","TCP","278","-> S (15250)"
"103370","17666.62341316186","192.168.11.248","192.168.11.111","IEC 60870-5-104","762","-> S (15250)"
"103371","17666.636372836718","192.168.11.111","192.168.11.248","TCP","341","-> S (15250)"
"103372","17666.758526530055","192.168.11.248","192.168.11.111","IEC 60870-5-104","356","-> S (15250)"
"103373","17666.84308372016","192.168.11.111","192.168.11.248","TCP","329","-> S (15250)"
"103374","17667.051657266467","192.168.11.248","192.168.11.111","IEC 60870-5-104","831","-> S (15250)"
"103375","17667.209241629993","192.168.11.111","192.168.11.248","TCP","500","-> S (15250)"
"103376","17667.329871520247","192.168.11.248","192.168.11.111","IEC 60870-5-104","471","-> S (15250)"
"103377","17667.606241344787","192.168.11.111","192.168.11.248","TCP","712","-> S (15250)"
"103378","17667.864958815782","192.168.11.248","192.168.11.111","IEC 60870-5-104","404","-> S (15250)"
"103379","17668.117105530924","192.168.11.111","192.168.11.248","TCP","640","-> S (15250)"
"103380","17668.312938714625","192.168.11.248","192.168.11.111","IEC 60870-5-104","311","-> S (15250)"
"103381","17668.44286847118","192.168.11.111","192.168.11.248","TCP","300","-> S (15250)"
"103382","17668.446296145168","192.168.11.248","192.168.11.111","IEC 60870-5-104","311","-> S (15250)"
"103383","17668.54084876136","192.168.11.111","192.168.11.248","TCP","322","-> S (15250)"
"103384","17668.698958845893","192.168.11.248","192.168.11.111","IEC 60870-5-104","153","-> S (15250)"
"103385","17668.74178558273","192.168.11.111","192.168.11.248","TCP","217","-> S (15250)"
"103386","17668.92004357895","192.168.11.248","192.168.11.111","IEC 60870-5-104","760","-> S (15250)"
"103387","17668.987575258525","192.168.11.111","192.168.11.248","TCP","557","-> S (15250)"
"103388","17669.038778723203","192.168.11.248","192.168.11.111","IEC 60870-5-104","420","-> S (15250)"
"103389","17669.11564332339","192.168.11.111","192.168.11.248","TCP","430","-> S (15250)"
"103390","17669.21242749746","192.168.11.248","192.168.11.111","IEC 60870-5-104","324","-> S (15250)"
"103391","17669.407310209514","192.168.11.111","192.168.11.248","TCP","282","-> S (15250)"
"103392","17669.55767279294","192.168.11.248","192.168.11.111","IEC 60870-5-104","304","-> S (15250)"
"103393","17669.713019096667","192.168.11.111","192.168.11.248","TCP","436","-> S (15250)"
"103394","17669.761855493354","192.168.11.248","192.168.11.111","IEC 60870-5-104","262","-> S (15250)"
"103395","17670.096983146414","192.168.11.111","192.168.11.248","TCP","425","-> S (15250)"
"103396","17670.287730597945","192.168.11.248","192.168.11.111","IEC 60870-5-104","745","-> S (15250)"
"103397","17670.393484833654","192.168.11.111","192.168.11.248","TCP","600","-> S (15250)"
"103398","17670.586480563234","192.168.11.248","192.168.11.111","IEC 60870-5-104","212","-> S (15250)"
"103399","17670.648170807784","192.168.11.111","192.168.11.248","TCP","495","-> S (15250)"
"103400","17670.68782347405","192.168.11.248","192.168.11.111","IEC 60870-5-104","370","-> S (15250)"
"103401","17670.775570617854","192.168.11.111","192.168.11.248","TCP","509","-> S (15250)"
"103402","17670.822749244293","192.168.11.248","192.168.11.111","IEC 60870-5-104","247","-> S (15250)"
"103403","17671.213365792457","192.168.11.111","192.168.11.248","TCP","451","-> S (15250)"
"103404","17671.35056321715","192.168.11.248","192.168.11.111","IEC 60870-5-104","541","-> S (15250)"
"103405","17671.42541533579","192.168.11.111","192.168.11.248","TCP","327","-> S (15250)"
"103406","17671.83296807457","192.168.11.248","192.168.11.111","IEC 60870-5-104","394","-> S (15250)"
"103407","17671.894071043214","192.168.11.111","192.168.11.248","TCP","503","-> S (15250)"
"103408","17672.08296010253","192.168.11.248","192.168.11.111","IEC 60870-5-104","121","-> S (15250)"
"103409","17672.21638664072","192.168.11.111","192.168.11.248","TCP","334","-> S (15250)"
"103410","17672.34552236467","192.168.11.248","192.168.11.111","IEC 60870-5-104","809","-> S (15250)"
"103411","17672.525084295856","192.168.11.111","192.168.11.248","TCP","484","-> S (15250)"
"103412","17672.629743244477","192.168.11.248","192.168.11.111","IEC 60870-5-104","146","-> S (15250)"
"103413","17672.914781470932","192.168.11.111","192.168.11.248","TCP","433","-> S (15250)"
"103414","17672.97628422672","192.168.11.248","192.168.11.111","IEC 60870-5-104","693","-> S (15250)"
"103415","17673.204452469206","192.168.11.111","192.168.11.248","TCP","328","-> S (15250)"
"103416","17673.52663685388","192.168.11.248","192.168.11.111","IEC 60870-5-104","286","-> S (15250)"
"103417","17673.885974848898","192.168.11.111","192.168.11.248","TCP","373","-> S (15250)"
"103418","17674.076972137802","192.168.11.248","192.168.11.111","IEC 60870-5-104","341","-> S (15250)"
"103419","17674.323435723432","192.168.11.111","192.168.11.248","TCP","680","-> S (15250)"
"103420","17674.73353067208","192.168.11.248","192.168.11.111","IEC 60870-5-104","475","-> S (15250)"
"103421","17674.832132417956","192.168.11.111","192.168.11.248","TCP","600","-> S (15250)"
"103422","17675.000778996022","192.168.11.248","192.168.11.111","IEC 60870-5-104","568","-> S (15250)"
"103423","17675.368508401833","192.168.11.111","192.168.11.248","TCP","360","-> S (15250)"
"103424","17675.427642984276","192.168.11.248","192.168.11.111","IEC 60870-5-104","445","-> S (15250)"
"103425","17675.51266708023","192.168.11.111","192.168.11.248","TCP","293","-> S (15250)"
"103426","17675.598233119814","192.168.11.248","192.168.11.111","IEC 60870-5-104","53","-> S (15250)"
"103427","17675.88104934506","192.168.11.111","192.168.11.248","TCP","425","-> S (15250)"
"103428","17675.89054703323","192.168.11.248","192.168.11.111","IEC 60870-5-104","598","-> S (15250)"
"103429","17675.92535715235","192.168.11.111","192.168.11.248","TCP","416","-> S (15250)"
"103430","17676.30822465066","192.168.11.248","192.168.11.111","IEC 60870-5-104","644","-> S (15250)"
"103431","17676.420926204337","192.168.11.111","192.168.11.248","TCP","324","-> S (15250)"
"103432","17676.81379833248","192.168.11.248","192.168.11.111","IEC 60870-5-104","250","-> S (15250)"
"103433","17677.134590547805","192.168.11.111","192.168.11.248","TCP","224","-> S (15250)"
"103434","17677.444022890428","192.168.11.248","192.168.11.111","IEC 60870-5-104","432","-> S (15250)"
"103435","17677.68919330081","192.168.11.111","192.168.11.248","TCP","257","-> S (15250)"
"103436","17678.009227267372","192.168.11.248","192.168.11.111","IEC 60870-5-104","240","-> S (15250)"
"103437","17678.239745863102","192.168.11.111","192.168.11.248","TCP","314","-> S (15250)"
"103438","17678.38930964963","192.168.11.248","192.168.11.111","IEC 60870-5-104","174","-> S (15250)"
"103439","17678.403717204736","192.168.11.111","192.168.11.248","TCP","617","-> S (15250)"
"103440","17678.51922882173","192.168.11.248","192.168.11.111","IEC 60870-5-104","448","-> S (15250)"
"103441","17678.805598568593","192.168.11.111","192.168.11.248","TCP","318","-> S (15250)"
"103442","17678.88860618307","192.168.11.248","192.168.11.111","IEC 60870-5-104","87","-> S (15250)"
"103443","17678.957028936038","192.168.11.111","192.168.11.248","TCP","538","-> S (15250)"
"103444","17679.20105693055","192.168.11.248","192.168.11.111","IEC 60870-5-104","644","-> S (15250)"
"103445","17679.352479671958","192.168.11.111","192.168.11.248","TCP","356","-> S (15250)"
"103446","17679.633933732806","192.168.11.248","192.168.11.111","IEC 60870-5-104","887","-> S (15250)"
"103447","17680.070343896572","192.168.11.111","192.168.11.248","TCP","377","-> S (15250)"
"103448","17680.352229135424","192.168.11.248","192.168.11.111","IEC 60870-5-104","376","-> S (15250)"
"103449","17680.61055310484","192.168.11.111","192.168.11.248","TCP","777","-> S (15250)"
"103450","17680.868886734985","192.168.11.248","192.168.11.111","IEC 60870-5-104","575","-> S (15250)"
"103451","17680.877273153357","192.168.11.111","192.168.11.248","TCP","455","-> S (15250)"
"103452","17680.975896576154","192.168.11.248","192.168.11.111","IEC 60870-5-104","139","-> S (15250)"
"103453","17681.308004262166","192.168.11.111","192.168.11.248","TCP","502","-> S (15250)"
"103454","17681.32153289125","192.168.11.248","192.168.11.111","IEC 60870-5-104","131","-> S (15250)"
"103455","17681.42175112065","192.168.11.111","192.168.11.248","TCP","703","-> S (15250)"
"103456","17681.561540661645","192.168.11.248","192.168.11.111","IEC 60870-5-104","605","-> S (15250)"
"103457","17681.76520660657","192.168.11.111","192.168.11.248","TCP","429","-> S (15250)"
"103458","17682.091096134707","192.168.11.248","192.168.11.111","IEC 60870-5-104","370","-> S (15250)"
"103459","17682.38944858145","192.168.11.111","192.168.11.248","TCP","699","-> S (15250)"
"103460","17682.442698031446","192.168.11.248","192.168.11.111","IEC 60870-5-104","77","-> S (15250)"
"103461","17682.571561924145","192.168.11.111","192.168.11.248","TCP","860","-> S (15250)"
"103462","17682.816140610772","192.168.11.248","192.168.11.111","IEC 60870-5-104","462","-> S (15250)"
"103463","17683.04128572611","192.168.11.111","192.168.11.248","TCP","526","-> S (15250)"
"103464","17683.123238221717","192.168.11.248","192.168.11.111","IEC 60870-5-104","328","-> S (15250)"
"103465","17683.20386177788","192.168.11.111","192.168.11.248","TCP","256","-> S (15250)"
"103466","17683.503557173506","192.168.11.248","192.168.11.111","IEC 60870-5-104","310","-> S (15250)"
"103467","17683.521440287815","192.168.11.111","192.168.11.248","TCP","549","-> S (15250)"
"103468","17683.676540271215","192.168.11.248","192.168.11.111","IEC 60870-5-104","337","-> S (15250)"
"103469","17683.682749295174","192.168.11.111","192.168.11.248","TCP","244","-> S (15250)"
"103470","17683.80145155622","192.168.11.248","192.168.11.111","IEC 60870-5-104","150","-> S (15250)"
"103471","17683.88135565024","192.168.11.111","192.168.11.248","TCP","580","-> S (15250)"
"103472","17684.113788498402","192.168.11.248","192.168.11.111","IEC 60870-5-104","194","-> S (15250)"
"103473","17684.124105984574","192.168.11.111","192.168.11.248","TCP","285","-> S (15250)"
"103474","17684.163409735393","192.168.11.248","192.168.11.111","IEC 60870-5-104","93","-> S (15250)"
"103475","17684.17709105481","192.168.11.111","192.168.11.248","TCP","767","-> S (15250)"
"103476","17684.53455451343","192.168.11.248","192.168.11.111","IEC 60870-5-104","362","-> S (15250)"
"103477","17684.735031044987","192.168.11.111","192.168.11.248","TCP","399","-> S (15250)"
"103478","17684.883209207528","192.168.11.248","192.168.11.111","IEC 60870-5-104","315","-> S (15250)"
"103479","17684.89533310701","192.168.11.111","192.168.11.248","TCP","614","-> S (15250)"
"103480","17685.08688035938","192.168.11.248","192.168.11.111","IEC 60870-5-104","276","-> S (15250)"
"103481","17685.262659640466","192.168.11.111","192.168.11.248","TCP","484","-> S (15250)"
"103482","17685.601584875047","192.168.11.248","192.168.11.111","IEC 60870-5-104","62","-> S (15250)"
"103483","17685.887644703347","192.168.11.111","192.168.11.248","TCP","484","-> S (15250)"
"103484","17685.954169929337","192.168.11.248","192.168.11.111","IEC 60870-5-104","388","-> S (15250)"
"103485","17686.36764510861","192.168.11.111","192.168.11.248","TCP","389","-> S (15250)"
"103486","17686.71899117764","192.168.11.248","192.168.11.111","IEC 60870-5-104","905","-> S (15250)"
"103487","17686.81900886807","192.168.11.111","192.168.11.248","TCP","257","-> S (15250)"
"103488","17687.19288742807","192.168.11.248","192.168.11.111","IEC 60870-5-104","981","-> S (15250)"
"103489","17687.533774449697","192.168.11.111","192.168.11.248","TCP","839","-> S (15250)"
"103490","17687.692191051116","192.168.11.248","192.168.11.111","IEC 60870-5-104","216","-> S (15250)"
"103491","17687.7891828103","192.168.11.111","192.168.11.248","TCP","601","-> S (15250)"
"103492","17688.05936179306","192.168.11.248","192.168.11.111","IEC 60870-5-104","372","-> S (15250)"
"103493","17688.11024722604","192.168.11.111","192.168.11.248","TCP","254","-> S (15250)"
"103494","17688.306094445787","192.168.11.248","192.168.11.111","IEC 60870-5-104","296","-> S (15250)"
"103495","17688.39520512417","192.168.11.111","192.168.11.248","TCP","559","-> S (15250)"
"103496","17688.405215782266","192.168.11.248","192.168.11.111","IEC 60870-5-104","453","-> S (15250)"
"103497","17688.795470445042","192.168.11.111","192.168.11.248","TCP","693","-> S (15250)"
"103498","17689.10675942715","192.168.11.248","192.168.11.111","IEC 60870-5-104","587","-> S (15250)"
"103499","17689.272020476827","192.168.11.111","192.168.11.248","TCP","576","-> S (15250)"
"103500","17689.395812197818","192.168.11.248","192.168.11.111","IEC 60870-5-104","537","-> S (15250)"
"103501","17689.562746076346","192.168.11.111","192.168.11.248","TCP","677","-> S (15250)"
"103502","17689.76395982867","192.168.11.248","192.168.11.111","IEC 60870-5-104","138","-> S (15250)"
"103503","17689.79319764603","192.168.11.111","192.168.11.248","TCP","314","-> S (15250)"
"103504","17689.862474974743","192.168.11.248","192.168.11.111","IEC 60870-5-104","910","-> S (15250)"
"103505","17690.092649546004","192.168.11.111","192.168.11.248","TCP","280","-> S (15250)"
"103506","17690.453608650154","192.168.11.248","192.168.11.111","IEC 60870-5-104","210","-> S (15250)"
"103507","17690.588484197535","192.168.11.111","192.168.11.248","TCP","366","-> S (15250)"
"103508","17690.78893479715","192.168.11.248","192.168.11.111","IEC 60870-5-104","954","-> S (15250)"
"103509","17691.037406683172","192.168.11.111","192.168.11.248","TCP","281","-> S (15250)"
"103510","17691.0439570651","192.168.11.248","192.168.11.111","IEC 60870-5-104","241","-> S (15250)"
"103511","17691.116220400443","192.168.11.111","192.168.11.248","TCP","532","-> S (15250)"
"103512","17691.24557437958","192.168.11.248","192.168.11.111","IEC 60870-5-104","407","-> S (15250)"
"103513","17691.535943569805","192.168.11.111","192.168.11.248","TCP","548","-> S (15250)"
"103514","17691.824355944354","192.168.11.248","192.168.11.111","IEC 60870-5-104","915","-> S (15250)"
"103515","17691.856381356465","192.168.11.111","192.168.11.248","TCP","340","-> S (15250)"
"103516","17691.97117118237","192.168.11.248","192.168.11.111","IEC 60870-5-104","287","-> S (15250)"
"103517","17692.34882105573","192.168.11.111","192.168.11.248","TCP","405","-> S (15250)"
"103518","17692.522091852723","192.168.11.248","192.168.11.111","IEC 60870-5-104","691","-> S (15250)"
"103519","17692.63479864379","192.168.11.111","192.168.11.248","TCP","522","-> S (15250)"
"103520","17692.84360085779","192.168.11.248","192.168.11.111","IEC 60870-5-104","397","-> S (15250)"
"103521","17692.858435441594","192.168.11.111","192.168.11.248","TCP","437","-> S (15250)"
"103522","17693.080211766137","192.168.11.248","192.168.11.111","IEC 60870-5-104","645","-> S (15250)"
"103523","17693.144317305047","192.168.11.111","192.168.11.248","TCP","812","-> S (15250)"
"103524","17693.224824712353","192.168.11.248","192.168.11.111","IEC 60870-5-104","491","-> S (15250)"
"103525","17693.33802532787","192.168.11.111","192.168.11.248","TCP","440","-> S (15250)"
"103526","17693.579545460085","192.168.11.248","192.168.11.111","IEC 60870-5-104","186","-> S (15250)"
"103527","17693.762574934903","192.168.11.111","192.168.11.248","TCP","640","-> S (15250)"
"103528","17693.93639492362","192.168.11.248","192.168.11.111","IEC 60870-5-104","100","-> S (15250)"
"103529","17694.099870801023","192.168.11.111","192.168.11.248","TCP","883","-> S (15250)"
"103530","17694.4354428776","192.168.11.248","192.168.11.111","IEC 60870-5-104","493","-> S (15250)"
"103531","17694.479162927346","192.168.11.111","192.168.11.248","TCP","725","-> S (15250)"
"103532","17694.57666937573","192.168.11.248","192.168.11.111","IEC 60870-5-104","93","-> S (15250)"
"103533","17694.795233398334","192.168.11.111","192.168.11.248","TCP","621","-> S (15250)"
"103534","17694.856586959133","192.168.11.248","192.168.11.111","IEC 60870-5-104","121","-> S (15250)"
"103535","17695.02466877603","192.168.11.111","192.168.11.248","TCP","621","-> S (15250)"
"103536","17695.11253552079","192.168.11.248","192.168.11.111","IEC 60870-5-104","406","-> S (15250)"
"103537","17695.55368183238","192.168.11.111","192.168.11.248","TCP","775","-> S (15250)"
"103538","17695.97868799545","192.168.11.248","192.168.11.111","IEC 60870-5-104","918","-> S (15250)"
"103539","17696.340315751506","192.168.11.111","192.168.11.248","TCP","574","-> S (15250)"
"103540","17696.404293783326","192.168.11.248","192.168.11.111","IEC 60870-5-104","345","-> S (15250)"
"103541","17696.48638541967","192.168.11.111","192.168.11.248","TCP","698","-> S (15250)"
"103542","17696.7082169577","192.168.11.248","192.168.11.111","IEC 60870-5-104","160","-> S (15250)"
"103543","17697.05700312389","192.168.11.111","192.168.11.248","TCP","492","-> S (15250)"
"103544","17697.283555843434","192.168.11.248","192.168.11.111","IEC 60870-5-104","163","-> S (15250)"
"103545","17697.62303125354","192.168.11.111","192.168.11.248","TCP","238","-> S (15250)"
"103546","17697.79167993359","192.168.11.248","192.168.11.111","IEC 60870-5-104","400","-> S (15250)"
"103547","17697.883804846955","192.168.11.111","192.168.11.248","TCP","733","-> S (15250)"
"103548","17698.09320715928","192.168.11.248","192.168.11.111","IEC 60870-5-104","544","-> S (15250)"
"103549","17698.402455230105","192.168.11.111","192.168.11.248","TCP","282","-> S (15250)"
"103550","17698.508892482085","192.168.11.248","192.168.11.111","IEC 60870-5-104","202","-> S (15250)"
"103551","17698.6531066431","192.168.11.111","192.168.11.248","TCP","428","-> S (15250)"
"103552","17698.68842431699","192.168.11.248","192.168.11.111","IEC 60870-5-104","300","-> S (15250)"
"103553","17698.695679424905","192.168.11.111","192.168.11.248","TCP","525","-> S (15250)"
"103554","17698.971218984065","192.168.11.248","192.168.11.111","IEC 60870-5-104","878","-> S (15250)"
"103555","17699.186622581907","192.168.11.111","192.168.11.248","TCP","262","-> S (15250)"
"103556","17699.396154490707","192.168.11.248","192.168.11.111","IEC 60870-5-104","626","-> S (15250)"
"103557","17699.717550639434","192.168.11.111","192.168.11.248","TCP","542","-> S (15250)"
"103558","17699.922855769048","192.168.11.248","192.168.11.111","IEC 60870-5-104","626","-> S (15250)"
"103559","17700.025806788675","192.168.11.111","192.168.11.248","TCP","502","-> S (15250)"
"103560","17700.028333825558","192.168.11.248","192.168.11.111","IEC 60870-5-104","176","-> S (15250)"
"103561","17700.3517876762","192.168.11.111","192.168.11.248","TCP","551","-> S (15250)"
"103562","17700.405585248453","192.168.11.248","192.168.11.111","IEC 60870-5-104","128","-> S (15250)"
"103563","17700.50568103166","192.168.11.111","192.168.11.248","TCP","260","-> S (15250)"
"103564","17700.602776582135","192.168.11.248","192.168.11.111","IEC 60870-5-104","253","-> S (15250)"
"103565","17700.846974681015","192.168.11.111","192.168.11.248","TCP","311","-> S (15250)"
"103566","17700.913886328468","192.168.11.248","192.168.11.111","IEC 60870-5-104","159","-> S (15250)"
"103567","17700.943909874735","192.168.11.111","192.168.11.248","TCP","836","-> S (15250)"
"103568","17701.02707139733","192.168.11.248","192.168.11.111","IEC 60870-5-104","263","-> S (15250)"
"103569","17701.084346962267","192.168.11.111","192.168.11.248","TCP","309","-> S (15250)"
